Population in severe multidimensional poverty (%),"Population, total (millions)",Expected years of schooling (years),"Human Development Index (HDI), male","Population, ages 65 and older (millions)","Population, urban (%)",Inequality-adjusted education index,"Maternal mortality ratio (deaths per 100,000 live births)","Foreign direct investment, net inflows (% of GDP)",Inequality-adjusted income index,Employment to population ratio (% ages 15 and older),"Population with at least some secondary education, male (% ages 25 and older)","Gross domestic product (GDP), total (2011 PPP $ billions)",Multidimensional poverty index (MPI),"Estimated gross national income per capita, male (2011 PPP$)",Life Expectancy Index,"Labour force participation rate, male (% ages 15 and older)",Gender Development Index (GDI),Inequality in life expectancy (%),Female share of paid employment in non-agriculture,Domestic credit provided by financial sector (% of GDP),Adult literacy rate (% ages 15 and older),Exports and Imports (% of GDP),Youth unemployment rate (% of labour force ages 15-24),HDI rank,Total unemployment rate (% of labour force),Old age dependency ratio (old age (65 and older) per 100 people (ages 15-64)),"Mean years of schooling, male (years)",Life expectancy at birth (years),Overall loss in HDI due to inequality (%),Inequality-adjusted life expectancy index,"Population in multidimensional poverty, headcount (thousands)","Dependency ratio, young age (0-14) (per 100 people ages 15-64)","Human Development Index (HDI), female","Net migration rate (per 1,000 people)","Gross enrolment ratio, secondary (% of secondary school-age population)","Under-five mortality rate (per 1,000 live births)","Remittances, inflows (% of GDP)",Inequality-adjusted HDI (IHDI),"Estimated gross national income per capita, female (2011 PPP$)",Primary school teachers trained to teach (%),Inequality in education (%),"Infant mortality rate (per 1,000 live births)",Coefficient of human inequality,Gross domestic product (GDP) per capita (2011 PPP $),"Pupil-teacher ratio, primary school (number of pupils per teacher)",Sex ratio at birth (male to female births),Internet users (% of population),Education index,"Population with at least some secondary education, female (% ages 25 and older)","Youth unemployment rate, female to male ratio","Life expectancy at birth, male (years)","Gross enrolment ratio, pre-primary (% of preschool-age children)",Inequality in income (%),"Mean years of schooling, female (years)",Gross fixed capital formation (% of GDP),Share of seats in parliament (% held by women),"Population, ages 15–64 (millions)","Expected years of schooling, male (years)","Labour force participation rate, female (% ages 15 and older)",Forest area (% of total land area),Population with at least some secondary education (% ages 25 and older),"Adolescent birth rate (births per 1,000 women ages 15-19)",Mean years of schooling (years),name,Median age (years),"Gross enrolment ratio, primary (% of primary school-age population)","Total unemployment rate, female to male ratio",Mobile phone subscriptions (per 100 people),"Life expectancy at birth, female (years)","Population, under age 5 (millions)",Gender Inequality Index (GII),"Gross enrolment ratio, tertiary (% of tertiary school-age population)","Population in multidimensional poverty, headcount (%)","Population in multidimensional poverty, intensity of deprivation (%)","HIV prevalence, adult (% ages 15-49)",Private capital flows (% of GDP),Income index,Labour force participation rate (% ages 15 and older),Gross national income (GNI) per capita (2011 PPP$),Human Development Index (HDI),Population near multidimensional poverty (%),"Expected years of schooling, female (years)"
,3.929141,13.038995,0.785174102,0.3,66.592,0.596824616,94,11.049,0.493322689,62.04007721,66.12524623,82.06144352,,24369.23119,0.888538462,80.46235657,0.996605432,11.5125,,82.44499858,95.04833,,13.70763206,60,5.188392639,11.70538236,9.521291,77.755,22.04536341,0.786245471,,41.66142321,0.782508775,1.489,,17,1.0692,0.614014544,14545.32354,,13.58645707,14.6,21.04866302,20885.33945,,1.05,51.205425,0.690660972,70.07651667,1.144354393,74.819,,38.047032,10.25584374,,18.30985915,2.562,12.37783,50.52633667,62.10653753,68.61744032,74.529,9.854,Panama,28.72595042,,1.555799802,174.194318,80.863,0.368,0.457388985,,,,0.7,-6.823986,0.796285804,65.43510437,19470.2025,0.78765622,,13.23129
,4.80785,14.16446402,0.785961708,0.428,76.821,0.598737027,25,5.88697,0.492108488,56.26900864,53.84179,69.5781783,,18050.19392,0.917123077,76.560112,0.9694574,8.1699,43,69.94223592,97.75527,,21.06193542,66,8.627980232,12.93939469,8.70046,79.613,19.06778803,0.842195039,,32.42995718,0.761956394,0.841,,9.7,1.08007,0.628400541,9957.06232,,12.42770627,8.5,18.22610909,14471.78641,,1.05,59.76295,0.683706001,54.49852,1.148420123,77.225,,34.080721,8.7159,,33.33333333,3.306,13.79646221,46.77632141,53.97571485,54.19002,56.533,8.70746,Costa Rica,31.37636786,,1.442728399,150.662051,82.066,0.35,0.308026742,,,,0.3,-5.870734,0.746531964,61.58232117,14006.35509,0.776452943,,14.54615097
,0.56711,13.86373,0.911447395,0.08,90.16,0.737667367,10,42.5579,0.826013623,55.68164444,99.42529,53.29467344,,77279.61857,0.952015385,66.10617828,0.96641017,2.6392,45.9,191.2228352,,391.497,18.61916351,20,5.863007069,20.0925947,12.31257683,81.881,7.999342318,0.926889795,,23.61671773,0.880832032,18.122,,1.9,2.79099,0.826593452,47550.42881,,5.84549,1.5,7.84593,93552.60435,,1.05,97.3341,0.783464719,100.58139,0.851118421,79.621,,15.0531,11.57466186,17.36953706,28.33333333,0.395,13.7464,52.20206833,33.47490347,99.99999,5.939,11.95083323,Luxembourg,39.24951961,,1.289260839,148.510569,84.099,0.032,0.074584632,,,,,-98.35788,0.972388189,59.14958954,62470.59129,0.898464721,,13.99056
,0.388019,12.7,,0.032,82.874,,80,0.856288,,63.46011353,87.63646,8.689419151,,25209.17497,0.854707692,79.13748932,,9.4365,,99.42774757,,93.4286,28.43081284,58,14.38823891,11.69592772,10.5,75.556,,0.774053201,,29.55032744,,5.166,,12.1,,,18070.04979,,,9.9,,22394.31356,,1.06,78,0.715039444,87.35741946,1.164067469,72.45,,,11.47518,20.64013931,16.66666667,0.276,,69.4305191,51.44855145,87.49693973,29.613,10.86785,Bahamas,32.42360321,,1.080110826,80.293073,78.491,0.029,0.361867877,,,,3.2,-0.7166693,0.811722002,74.12546539,21565.05081,0.791622829,,
,4.688465,18.5792,0.930764445,0.617,63.241,0.883247285,8,85.4815,0.768777094,54.28494644,82.21648371,240.8487726,,54135.07119,0.939261538,67.81771088,0.976479913,3.7063,51,130.5316765,,221.981,20.8574276,8,9.542251587,20.18979107,11.90170285,81.052,7.882885578,0.904449688,,33.46739861,0.908872784,-6.018,,3.6,0.252566,0.850006774,33497.27258,,2.98953,3,7.673046667,51899.19989,,1.07,80.1224,0.910465938,86.75531658,0.896013859,78.976,,16.32331,12.49189154,22.01534784,19.91150442,3.051,18.56712,52.37667084,10.94527508,85.50017431,10.434,12.31397813,Ireland,36.85282532,,0.760126104,103.705486,83.135,0.353,0.126632306,,,,,-64.80248,0.918747018,60.01138687,43797.96814,0.922745767,,18.5947
,0.021291,14.29263,,,87.071,0.710684689,,-3.13152,0.572596681,,,0.306291662,,,0.813384615,,,,,,99.52397,134.482,,60,,,,72.87,,,,,,,,16.4,0.785715,,,,12.036,14.2,,14385.96881,,,,0.807926753,,,,,23.035,,,10.34482759,,13.74020348,,87.60869565,,,12.32727758,Palau,,,,111.516603,,,,,,,,,0.743970222,,13770.8252,0.787785226,,17.63941
,182.201962,9.970482,0.569248979,4.987,47.776,0.270449209,814,0.636954,0.432339724,53.06396484,,1027.416344,,6706.14565,0.508569231,63.99055862,0.846786323,40.7937,,,59.56797,,8.647805214,152,5.757414818,5.137053492,7.066733,53.057,37.82064718,0.301105024,,82.57137273,0.48203225,-0.351,,108.8,4.29422,0.327750191,4131.960971,,43.29704,69.4,37.49406,5638.887379,,1.06,47.44255,0.476957833,,1.270523469,52.704,,28.39144,4.904339579,,5.769230769,97.067,10.820239,48.40749359,7.678118515,,110.595,6,Nigeria,17.90750282,,1.247563954,82.185739,53.411,31.109,,,,,3.1,,0.60375425,56.30571747,5442.901264,0.527104539,,9.19804
,16.144363,14.02404,0.748483699,1.082,63.742,0.56242404,64,1.0509,0.491598322,61.42107773,49.36461,173.0288025,,12794.42822,0.8634,79.70300293,0.975875932,15.0536,38.5,30.94883809,94.45504,45.1252,10.87423611,89,4.31227684,10.43023167,8.38844,76.121,20.5323427,0.733427218,,45.14754067,0.730427227,-0.489,,21.6,2.36692,0.587503462,8278.507461,,15.45335054,18.4,20.21021951,10717.59861,,1.05,48.940434,0.665223333,48.24481,1.307029094,73.44,,30.123708,8.15725,26.97895457,41.60583942,10.377,13.86806,48.95413208,50.52295056,48.7773,75.885,8.27,Ecuador,26.64535119,,1.612099417,79.429271,78.899,1.61,0.390539704,,,,0.3,-2.535085,0.70352663,64.18908691,10536.15525,0.739298832,,14.44862428
,10.543186,16.81404,0.883433234,1.906,72.992,0.86607729,4,1.36324,0.756998612,56.36477661,99.8051,314.4825936,,35539.52206,0.904230769,68.21563721,0.983516112,3.4892,46.7,70.75397489,,162.542,12.95152283,28,5.173547745,27.026638,12.55441,78.775,5.430159055,0.872680349,,22.49016026,0.868870819,0.57,,3.4,1.48119,0.830173712,21000.8551,,1.37273,2.8,5.335426667,29805.33278,,1.06,81.2986,0.878131667,99.80734,1.090793401,75.876,,11.14435,12.12922,25.78482686,19.57295374,7.052,16.08689,51.09537506,34.53321248,99.80625,9.907,12.33225,Czech Republic,41.5178286,,1.411322643,129.210564,81.636,0.538,0.129159756,,,,,-3.082498,0.851942012,59.43992615,28143.97758,0.877841924,,17.57933
,23.968973,20.43272,0.948058166,3.607,89.423,0.92132577,6,2.75112,0.753327786,60.65632248,91.53212,1038.156957,,51385.6143,0.962107692,70.92061615,0.97787279,4.2558,,177.224469,,40.9947,13.51773548,2,6.25293541,22.70683366,12.98029518,82.537,8.224426774,0.921162313,,28.22053417,0.927080284,8.871,,3.8,0.162294,0.861478525,34270.99034,,1.9,3,7.951933333,43654.58052,,1.06,84.560519,0.93917,91.36971,0.935386576,80.484,,17.7,13.36990482,26.51597027,30.53097345,15.881,19.96631,58.57064819,16.23875662,91.4505,14.125,13.1751,Australia,37.48299274,,0.988827643,132.800509,84.617,1.546,0.119726861,,,,0.2,-7.153303,0.915343604,64.70209503,42822.19627,0.938679536,,20.91229
,25.155317,12.01309,,2.399,60.875,,82,,,74.21590424,,,,,0.777261538,85.87597656,,15.37,,,99.99924,,12.79877281,,6.661958218,13.76678713,,70.522,,0.65779644,,30.54765133,,0,,24.9,,,,,,19.7,,,,1.05,,,,1.014277594,66.915,,,,,16.30276565,17.432,12.47535,73.56598663,41.782244,,0.542,,Korea (Democratic People's Rep. of),33.8618838,,1.021007399,12.879976,73.932,1.747,,,,,,,,79.51302338,,,,11.5331
,39.666519,14.35778,0.778774068,2.356,70.727,,140,-0.241789,,39.11816025,35.728,548.2930857,,22925.7276,0.846569231,70.4429245,0.854461585,18.6219,,39.76460234,80.19891,,28.63467979,83,10.47339153,9.062489936,8.518637518,75.027,,0.688921955,,43.55508891,0.665432525,-0.757,,25.5,0.164773,,4021.675118,,,21.9,,13822.56622,,1.05,38.2,0.658339457,34.136,1.152344496,72.744,,,6.59,,25.74257426,25.99,14.14681,16.81948853,0.821248331,34.892,10.632,7.785367056,Algeria,27.55125431,,1.954784896,113.031094,77.456,4.59,0.429089753,,,,0.1,,0.741338228,43.69445419,13532.96078,0.744805577,,14.57454
,6.126583,13.16993,0.691446964,0.5,66.726,0.428627753,54,2.00577,0.487863983,58.72344971,44.84251,49.59811405,,10384.89825,0.819553846,79.15869904,0.958449998,13.7164,,77.80812169,88.38683,67.989,13.02388191,117,6.419799328,12.61087844,6.898258391,73.271,22.20910431,0.707140562,,41.71107262,0.662717342,-7.905,,16.8,16.5771,0.528804243,5386.025255,,26.55171752,14.4,21.99578151,8095.558984,,1.05,26.915075,0.583577639,39.44261475,0.976085755,68.565,,25.719227,6.223533231,13.98325738,32.14285714,3.969,13.32136,49.11250305,12.78957529,41.03797,65.236,6.532387508,El Salvador,26.65540137,,0.578155838,145.255666,77.659,0.52,0.384394297,,,,0.5,-1.732675,0.656783664,62.75199509,7732.025398,0.679776519,,13.03711
,0.009916,,,,59.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,,,,,10.499,22.8,,,,,42.7,,,,,,,,,6.666666667,,,,33.33333333,,,,Tuvalu,,,,40.338846,,,,,,,,,0.602408458,,5394.624536,,,
,54.490406,12.99503,0.676675118,2.743,64.801,0.607992857,138,0.503575,0.315521828,39.70050049,76.23492,680.9138701,,15486.94091,0.579353846,60.2242775,0.962333491,25.7441,45.7,180.0501137,94.26664,62.8078,49.98135376,119,25.13574219,7.657933524,10.51901,57.658,34.66985885,0.430204413,,44.4855962,0.651187129,2.262,,40.5,0.26383,0.435379105,8797.470081,,13.805,33.6,31.99503333,12389.95681,,1.03,51.919116,0.705369056,73.70075,1.069293673,55.457,,56.436,10.15855,20.04806872,41.18942731,35.816,12.45412,46.21932983,7.617736524,74.90342,45.511,10.33188,South Africa,25.7198159,,1.184246144,159.272838,59.524,5.37,0.393964649,,,,19.2,-0.4205918,0.72427194,53.02997589,12087.21364,0.666429151,,13.61575
,79.109272,14.82424,0.812096903,4.003,73.375,0.441164994,25,,0.411674215,39.85615158,70.21543,,,27499.27043,0.855092308,72.73301697,0.862037061,10.5704,16,,86.84683,,24.14219666,69,10.49743271,7.095410485,9.09,75.581,33.09787561,0.76470563,,33.09920859,0.700057628,-0.782,,15.5,,0.517864729,5132.433532,,37.345,13.4,31.49113333,,,1.05,44.082875,0.704117778,66.78400705,1.173013795,74.525,,46.558,8.548,,3.103448276,56.428,14.99513,16.17306328,6.565337263,67.7312,26.721,8.77,Iran (Islamic Republic of),29.53777386,,2.04438423,93.38483,76.711,6.855,0.509047263,,,,0.1,,0.770319627,44.5307312,16395.17737,0.774063206,,14.63663
,0.052993,,,,72.684,,,,,,92.46859,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,29.6,,,,,19.282442,,91.64424,,,,,,,9.090909091,,,,70.22222222,92.06074,,,Marshall Islands,,,,29.249146,,,,,,,,,0.57202187,,4411.61821,,,
,17.948141,16.3356,0.858110322,1.974,89.53,0.719021754,22,8.51619,0.523985802,58.42523575,76.89148,397.4632841,,28556.0161,0.953169231,74.62876129,0.965673355,7.5664,40.1,123.5605248,97.29664,60.3791,16.37089729,38,6.355420589,15.9811221,10.02555,81.956,18.21715129,0.881048634,,29.26204379,0.828654274,2.303,,8.1,0.052882,0.692394821,14955.25402,,8.247080445,7,17.10562082,22145.09481,,1.04,64.289,0.78365,76.10784129,1.193734077,78.99,,35.503382,9.7732,22.72495475,15.82278481,12.359,16.12158,50.65755081,23.8523695,76.49966064,47.806,9.8965,Chile,34.40771325,,1.289555509,129.47039,84.725,1.17,0.322268916,,,,0.3,-3.004452,0.812423688,62.39040375,21665.45797,0.846625951,,16.56002
,11.299192,16.63527,0.900900255,2.061,97.858,0.7733413,7,-4.56264,0.793857417,48.91537857,84.68375,464.276317,,50351.6102,0.938215385,59.2555809,0.978431646,4.0014,48.8,148.251984,,167.147,21.82403374,22,8.738529205,28.11138034,11.58017,80.984,8.345328947,0.900673634,,26.13643034,0.881469319,4.858,,4.1,2.18791,0.820780544,32422.20984,,8.09488,3.3,8.275813333,41138.38336,,1.05,85.0529,0.841456167,80.14611,0.960813893,78.519,,12.73116,11.22817,23.34205326,42.38095238,7.326,15.93979,48.20821762,22.56935271,82.34054,8.217,11.38096,Belgium,41.54748369,,0.845770181,115.690785,83.388,0.653,0.073095264,,,,,-2.691126,0.909668808,53.59915924,41243.31382,0.895514145,,16.66551
,0.112423,11.86861,,0.004,44.304,0.463926775,90,1.16902,0.249899433,,,0.196650815,,,0.711215385,,,26.1418,,,,104.306,,137,,6.037320033,,66.229,33.10389221,0.525290881,,56.96307144,,-3.961,,55.9,11.0078,0.39343367,,,21.38,43.6,31.98893333,1749.204476,,1.07,12.997484,0.590087478,,,63.002,,48.445,,,8.695652174,0.069,11.47716,,15,,17.173,7.812116,Kiribati,22.42679531,,,38.84231,69.451,0.015,,,,,,,0.484723951,,2475.204326,0.588126399,,12.27864
,10.711067,9.1,,0.496,58.645,0.262499221,359,1.23267,0.21883832,61.70188141,38.716,17.76337493,,1950.050683,0.663369231,71.35843658,,30.8805,,31.6267712,60.73228,69.5236,17.38339615,163,6.943852425,7.514234224,6.56,63.119,39.62553401,0.458517495,,54.75027087,,-2.897,,69,24.7318,0.297533429,1370.128212,,38.29759,52.2,39.1924,1658.413203,,1.05,12.197766,0.425427826,25.68,1.178232138,60.984,,48.39911,3.944,,3.47826087,6.602,,61.50147247,3.519593614,32.02,39.278,5.179501441,Haiti,22.97746341,,1.327195702,69.903037,65.268,1.238,0.593410014,,,,1.7,,0.424097957,66.30607605,1656.943154,0.492813352,,
,36.423395,10.0855,0.707762342,1.113,69.471,0.346577999,50,2.05717,0.602195873,35.27470398,55.484,510.5749117,,19466.79547,0.763476923,69.73136902,0.804019098,19.328,,9.305870028,79.6875,50.4148,35.09499741,121,16.89544678,5.461367662,7.82,69.626,22.29146789,0.615912103,,73.23449296,0.56905444,3.261,,32,0.160729,0.504683572,3551.792362,,30.63102,26.5,22.03538,14017.77379,,1.07,17.22,0.499615244,35.79,1.144394212,67.441,,16.14712,5.426207395,,26.52439024,20.382,11.4785035,15.09577942,1.89952109,45.646,84.042,6.583874,Iraq,19.30555679,,1.805871289,93.827494,71.847,5.727,0.525124429,,,,,,0.718157651,42.44617081,11607.72856,0.64945709,,9.691966672
,50.293439,16.58752,0.928557229,6.603,82.474,0.645390559,11,0.365926,0.720120053,58.55720139,94.56363242,1740.546808,,47930.39413,0.955815385,71.8184433,0.92914269,3.6937,43.5,166.5462238,,84.8428,10.43174076,18,3.656515837,18.0115949,12.88790356,82.128,16.36955421,0.920510432,,19.19954275,0.862762161,1.207,,3.4,0.468367,0.753503735,21311.47659,,25.538,2.9,15.8889,34386.57488,,1.07,89.896256,0.866738147,88.84381448,0.919689629,78.776,,18.435,11.51973706,29.08327808,16.33333333,36.653,17.32628,50.01454163,63.4477664,91.38773527,1.624,12.17921107,Korea (Republic of),40.56053716,,0.937554446,118.461917,85.221,2.287,0.066630246,,,,,5.166714,0.882878751,60.77960968,34540.64927,0.90099213,,15.7582
,3.999812,13.90488,0.777300368,0.56,53.641,0.77690602,36,9.60885,0.514321712,58.90772247,97.40512,33.51295642,,11869.14284,0.846461538,78.40711975,0.970237636,10.2812,,52.57862424,99.7609,109.954,29.76107788,70,12.25437546,20.43160584,12.19687,75.02,12.65978458,0.759435135,,25.24144622,0.754166072,-14.367,,11.9,10.4454,0.671992888,6106.887236,,2.21,10.6,12.18406667,9109.256977,,1.1,45.158374,0.794463667,96.13334,1.040322372,71.314,,24.061,12.25806,28.49975972,11.33333333,2.744,13.6671,57.26617813,40.61591596,96.70874,39.73,12.24651,Georgia,37.46634849,,0.762344871,128.950596,78.496,0.275,0.360779637,,,,0.4,-7.474874,0.677282704,67.13465881,8855.829885,0.769396875,,14.14853
,6.802023,10.82941,0.606651791,0.258,38.614,0.312505378,197,8.75397,0.47198649,76.1423111,42.844,36.33169932,,5695.528547,0.716892308,77.03807068,0.923509782,26.1785,,,79.8604,79.002,4.000772953,138,1.607627273,6.204166845,5.62,66.598,27.07488343,0.529220655,,56.60977613,0.560248863,-3.604,,66.7,0.754399,0.427373854,4407.527119,,34.063,50.7,26.85566667,5341.30792,,1.05,18.2,0.473945399,30.416,0.781448363,65.175,,20.3255,4.48,32.87267458,25,4.178,11.20257,77.72257996,81.28860485,36.438,64.138,5.193853631,Lao People's Democratic Republic,21.86736509,,0.750038436,53.096108,67.973,0.839,0.467500186,,,,,-13.06365,0.592393414,77.38639832,5048.558074,0.586044801,,10.44737
,1.990924,8.94,0.484236211,0.046,59.632,,706,,0.301877406,54.01599503,39.096,,,1790.498239,0.622507692,82.71038055,0.878082941,31.3047,,,55.54719,,44.37980652,173,30.13380241,4.492750372,4.19,60.463,,0.427633527,,89.67497364,0.425199556,-1.463,,68.9,,,1296.093139,,,47.9,,,,1.03,17.119821,0.358066667,25.316,1.152025157,59.135,,26.928,2.562,,9.433962264,1.026,9.615138,72.19380951,48.22134387,31.898,113.024,3.292,Gambia,16.7915798,,1.771073629,131.263232,61.867,0.366,0.64068563,,,,1.8,,0.413123229,77.31349182,1540.829529,0.451574501,,8.733043
,100.699395,11.73302,0.681040885,4.612,44.373,0.563221518,114,1.96058,0.489957302,60.35005569,70.27030333,697.3958073,,9918.779098,0.743692308,78.82594299,1.000789628,16.2254,41.3,59.1711185,96.2892,60.7913,15.72247791,116,6.666004658,7.21524173,9.16469,68.34,18.44359338,0.623025256,,50.33499261,0.681578654,-1.445,,28,10.2662,0.556050679,6843.136417,,11.5562,22.2,18.18918,6925.521324,,1.06,40.7,0.636812889,72.84075935,1.074395344,65.037,,26.78594,9.48394,21.74017719,27.07006369,63.916,11.39425,50.5227623,26.96448335,71.56015779,61.711,9.32687,Philippines,24.20346423,,0.918771409,118.125544,71.945,11.255,0.435904427,,,,0.1,1.587336,0.669212036,64.66031647,8395.094758,0.681798894,,12.09354
,34.377511,12.05494,0.700317845,2.12,60.195,0.272510871,121,3.14872,0.497349344,44.47835922,33.244,257.2623086,,11091.09788,0.835538462,74.33345795,0.826379788,16.0241,,107.3685791,72.37732,,19.31457901,123,9.607040405,9.260271202,6.41,74.31,29.49581561,0.701650943,,40.86801305,0.578728512,-1.869,,27.6,7.04128,0.456445397,3388.135095,,45.8,23.7,28.2747,7360.856457,,1.06,57.08,0.502787585,25.736,0.981003143,73.282,,23,3.83779171,,15.72815534,22.898,12.5646,25.332901,12.61931436,29.384,31.719,5.037844226,Morocco,27.96044204,,1.053883583,126.872322,75.347,3.421,0.493582925,,,,0.1,-3.809708,0.645908238,49.20555878,7194.916461,0.647401854,,11.52289
,4.240317,15.25955,0.829778427,0.804,58.964,0.762708401,8,0.32621,0.660119674,43.86316681,96.0461068,86.30454292,,23895.85664,0.884538462,58.72564316,0.997125986,4.5422,48.8,88.72842821,99.27412,96.0172,43.78662491,45,16.10522461,28.61784075,11.60343,77.495,9.123263626,0.844360956,,22.50286359,0.827393632,-0.935,,4.3,4.31671,0.751916791,16932.84471,,4.41647,3.6,8.901136667,20429.99271,,1.06,69.8031,0.797949606,92.0005895,0.990881327,74.164,,17.74474,11.16487624,19.11551638,15.23178808,2.807,14.59732,46.41293716,34.3459614,95.844,9.548,11.22219652,Croatia,42.83378655,,1.010006886,103.766672,80.757,0.207,0.141287558,,,,,-0.5276822,0.802525788,52.28355026,20291.34365,0.827402943,,15.95119
,1.844325,9.2,,0.058,49.332,0.210564812,549,1.73576,0.267034054,67.18907928,,2.521743553,,1603.134338,0.545938462,78.32333374,,44.6387,,19.9020436,59.91057,,12.40866089,178,7.600179672,5.653993334,,55.486,39.34048358,0.30223863,,72.79424499,,-1.15,,92.5,6.03564,0.257099248,1139.13961,,40.315,60.3,39.13456667,1367.298905,,1.03,3.540707,0.352793519,,1.082584593,53.72,,32.45,,,13.7254902,1.034,,67.24240112,70.12802276,,89.458,2.917138913,Guinea-Bissau,19.39911556,,1.204278287,69.274966,57.302,0.289,,,,,,,0.395313181,72.71559906,1369.460824,0.423839923,,
,67.959359,13.57496,0.739482221,7.117,50.374,0.537642853,20,1.78665,0.496427796,70.59822845,45.79956106,1042.86053,,16144.07069,0.840246154,80.18154907,1.001163454,10.4432,,173.399184,96.66507,,4.694313049,87,1.074928999,14.58125267,8.17532,74.616,20.83966372,0.752497568,,24.66085131,0.740342574,0.297,,12.3,1.31998,0.585623311,12938.95248,,16.1,10.5,20.17506667,15345.35559,,1.06,39.316127,0.640813889,40.90823329,1.119891322,71.329,,33.982,7.6659,,6.091370558,48.806,13.07869,62.93863678,32.09888626,43.33552368,44.621,7.91195,Thailand,37.99201126,,0.909163676,125.81018,78.037,3.799,0.366454143,,,,1.1,5.400346,0.751958247,71.36535645,14518.64304,0.739793865,,14.07677
,8.298663,16.04041,0.95088386,1.497,73.912,0.840211378,5,18.0092,0.806158686,65.74916077,97.3607,456.7116301,,66105.31389,0.971276923,74.84957886,0.973817775,3.8275,47.6,178.7535208,,114.615,6.971487999,2,4.252133846,26.85485951,13.5,83.133,8.586941156,0.934101299,,21.99276663,0.925987605,9.48,,3.9,0.336208,0.858488254,46808.46957,,5.7249,3.4,8.433686667,55111.97693,,1.05,87.97,0.891233611,96.06792,0.961769007,81.035,,15.74866,13.29412,23.74684047,28.86178862,5.575,16.08099,62.68247604,31.73398117,96.69835,2.949,13.37,Switzerland,42.30930992,,1.055557198,142.014248,85.103,0.423,0.040251421,,,,,8.506626,0.956849691,68.66905975,56363.9578,0.939130869,,16.00062
,0.106825,15.76322,,0.008,35.591,,27,6.20288,,,,1.303630848,,,0.823953846,,,8.7124,,58.01541083,,68.6861,,79,,10.78915442,,73.557,,0.752167691,,39.91056062,,-8.083,,11.8,3.03082,,,,,10.8,,12203.42474,,1.05,53.81,0.724533889,,,71.143,,,,14.99432033,25,0.071,15.31524,,49.97058824,,30.53,8.6,Grenada,27.22176007,,,112.252798,76.022,0.01,,,,,,,0.716777901,,11502.18581,0.753555769,,16.21916
,31.108083,14.3,0.754389511,1.95,88.99,0.585572068,95,,0.543101241,59.54746628,64.95684329,485.3760708,,18706.97558,0.836723077,78.39772797,1.028450545,11.4113,,,95.36245,,16.71519279,71,7.993808746,9.549329367,9.03809,74.387,19.4301951,0.741242096,,42.82560307,0.775852304,-0.46,,14.9,,0.617741921,11580.92929,,17.581,12.9,19.11986967,15602.89237,,1.05,61.869248,0.710481889,72.55966668,1.15834631,70.394,,28.367309,9.73305,,16.96969697,20.416,13.1887572,51.43046188,52.92557111,68.86319907,79.36,9.39779,Venezuela (Bolivarian Republic of),27.43525236,,1.202423001,92.972211,78.626,2.96,0.460951287,,,,0.5,,0.75817512,64.72115326,15128.64103,0.766716417,,15.44600108
,0.359287,12.76907,0.716198099,0.012,43.973,0.592128915,28,3.35333,0.403254592,61.57229614,77.35418554,2.883222249,,9401.301336,0.7704,83.64031219,0.967476317,11.6483,43.4,66.58442168,82.68886,,22.01287079,103,11.80945301,5.898806537,10.45,70.076,22.7228506,0.680661497,,50.88211551,0.6929047,4.461,,16.5,4.80681,0.545727189,5360.463077,,15.85449,14.2,21.80970667,8024.844341,,1.03,41.59,0.703696389,77.89103256,1.547420739,67.447,,37.92633,10.49338,,13.33333333,0.23,12.53752,56.27882385,59.89916703,77.62260905,65.904,10.47,Belize,23.45313113,,2.605613002,48.907071,73.075,0.039,0.375237593,,,,1.5,-3.326647,0.649638715,69.81733704,7374.814544,0.706194772,,12.9998
,14.037472,7.30026,0.444655894,0.343,22.471,0.16292232,856,5.51227,0.312988552,67.59776306,9.85915,28.68619492,,2399.679723,0.490723077,79.25605011,0.76496475,46.2319,,17.75734576,40.17137,67.1511,8.325691223,186,5.575796604,4.918309108,3.395973,51.897,39.94978232,0.263852475,,95.76835159,0.340146085,1.542,,138.7,,0.237842833,1581.032596,,41.86106,85,39.60729333,2043.544231,,1.03,2.7,0.280229258,1.66182,1.20695954,50.806,,30.72892,1.210785,27.9610633,14.89361702,6.996,8.79207,64.00826263,3.871505718,5.51025,133.463,2.323327738,Chad,16.02415808,,1.479275835,40.173068,52.994,2.632,0.694627318,,,,2,,0.451831488,71.58944702,1990.871405,0.396073224,,5.78887
,1.312558,16.50275,0.851091161,0.246,67.538,0.856206371,9,-0.767733,0.684465984,58.2481308,100,35.33166536,,31347.33235,0.877107692,69.53384399,1.03152429,4.7762,50.9,76.51663587,99.82517,155.435,11.34008598,30,5.92642498,28.79354136,12.23,77.012,8.903705407,0.835215275,,24.69257359,0.877921206,-1.792,,2.9,1.96335,0.788090788,21975.65919,,2.33291,2.3,8.608163333,26929.66404,,1.06,88.4066,0.876658014,100,0.953894831,72.209,,18.71538,13.03,24.22614634,23.76237624,0.854,15.69457,55.44960785,52.65392781,100,13.052,12.54744874,Estonia,41.66004008,,0.971432836,148.688084,81.429,0.072,0.130864587,,,,,2.985368,0.842060877,61.91763687,26361.89394,0.86511838,,17.3496
